name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Honda City,Honda,City,Bangalore,2016,Petrol,80478,1,Automatic,Sedan,Hi-North 1 Bengaluru,FALSE,Bengaluru,Karnataka,9688,10500,829000,https://www.cars24.com/buy-used-honda-city-2016-cars-bangalore-10207873775,29-10-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Lucknow,2020,Petrol,35868,1,Manual,Hatchback,Lucknow-Pns,FALSE,Lucknow,Uttar Pradesh,12188,52400,511000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-lucknow-13270492793,30-05-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2014,Petrol,40646,2,Manual,Hatchback,Hi-Pune,FALSE,Aurangabad,Maharashtra,12542,19100,348499,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-pune-10610370770,16-11-2022
Maruti Alto 800,Maruti,Alto 800,Faridabad,2019,Petrol,36657,1,Manual,Hatchback,New Delhi-Pns,FALSE,Faridabad,Haryana,12542,6600,336000,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-faridabad-10017393703,11-10-2022
Maruti Alto K10,Maruti,Alto K10,Jalandhar,2017,Petrol,58726,1,Manual,Hatchback,Hi-Ranjit Nagar,FALSE,Jalandhar,Punjab,9688,-4000,378000,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-jalandhar-16653099702,11-10-2022
Skoda Rapid,Skoda,Rapid,Chennai,2021,Petrol,55369,1,Manual,Sedan,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,67900,1085000,https://www.cars24.com/buy-used-skoda-rapid-2021-cars-chennai-11358071779,24-10-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Chandigarh,2016,Petrol,47926,1,Automatic,Hatchback,Chandigarh-Pns,FALSE,Ambala,Haryana,12542,-23200,396000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-chandigarh-11650072795,28-10-2022
Renault Kwid,Renault,Kwid,Bangalore,2019,Petrol,19927,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Raichur,Karnataka,9688,50400,430000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-bangalore-10291098748,06-09-2022
Honda WR-V,Honda,Wr-V,Chennai,2018,Diesel,44004,2,Manual,SUV,Chennai-Pns,FALSE,Chennai,Tamil Nadu,13898,-45200,868000,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-chennai-11384371778,02-11-2022
Toyota Etios,Toyota,Etios,Chennai,2011,Petrol,80301,2,Manual,Sedan,Hi-Chennai,FALSE,Chennai,Tamil Nadu,9688,6000,429000,https://www.cars24.com/buy-used-toyota-etios-2011-cars-chennai-11370879719,04-12-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Bangalore,2021,Petrol,12970,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Gadag,Karnataka,12188,5000,596000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-bangalore-10269576798,11-10-2022
Hyundai Elite i20,Hyundai,Elite I20,Kolkata,2018,Petrol,22621,1,Manual,Hatchback,Hi-North Kolkata,FALSE,Kolkata,West Bengal,9688,75800,599000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-kolkata-11972591738,13-08-2022
Maruti Alto 800,Maruti,Alto 800,Nagpur,2019,Petrol,45169,1,Manual,Hatchback,Mumbai-Pns,FALSE,Pen,Maharashtra,9688,-100,376000,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-nagpur-10380996764,06-10-2022
Maruti Celerio,Maruti,Celerio,Hyderabad,2020,Petrol,18152,1,Manual,Hatchback,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,12542,6600,533000,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-hyderabad-10404691761,15-10-2022
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2017,Petrol,52127,1,Manual,Hatchback,Hyderabad-Pns,TRUE,Hyderabad,Telangana,12542,30300,332000,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-hyderabad-1049099067,29-11-2021
Maruti Alto K10,Maruti,Alto K10,Lucknow,2019,Petrol,40564,1,Manual,Hatchback,Lucknow-Pns,FALSE,Lucknow,Uttar Pradesh,12542,25900,384000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-lucknow-13260496745,30-09-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Faridabad,2019,Petrol + Cng,38797,1,Manual,Hatchback,Faridabad,FALSE,Faridabad,Haryana,9688,5000,556000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-faridabad-11028870718,19-11-2022
Honda Jazz,Honda,Jazz,Jaipur,2016,Petrol,82175,2,Manual,Hatchback,Hi-Jhotwara,FALSE,Jaipur,Rajasthan,13898,-11500,589000,https://www.cars24.com/buy-used-honda-jazz-2016-cars-jaipur-10758379799,19-10-2022
Renault Kwid,Renault,Kwid,Ahmedabad,2019,Petrol,19711,1,Manual,Hatchback,Hi-Vastral Ring Road,FALSE,Gandhinagar,Gujarat,12542,6700,414000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-ahmedabad-11416977795,29-10-2022
Maruti Swift,Maruti,Swift,Ahmedabad,2021,Petrol,16461,1,Manual,Hatchback,Hi-Vastral Ring Road,FALSE,Balasinor,Gujarat,9688,6200,677000,https://www.cars24.com/buy-used-maruti-swift-2021-cars-ahmedabad-11498475717,18-11-2022
Tata NEXON,Tata,Nexon,Ahmedabad,2022,Petrol,4871,1,Manual,SUV,Hi-West-Amd,FALSE,Ahmedabad,Gujarat,9688,-100,1115000,https://www.cars24.com/buy-used-tata-nexon-2022-cars-ahmedabad-11418099761,29-09-2022
Hyundai NEW SANTRO,Hyundai,New Santro,Ghaziabad,2021,Petrol + Cng,32036,1,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,FALSE,Delhi,Delhi,9688,0,627000,https://www.cars24.com/buy-used-hyundai-new-santro-2021-cars-ghaziabad-11200177774,16-11-2022
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Ahmedabad,2022,Diesel,4339,1,,,Hi-West-Amd,FALSE,Ahmedabad,Gujarat,9688,57500,1178000,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2022-cars-ahmedabad-11404771792,21-10-2022
Renault Duster,Renault,Duster,Bangalore,2016,Diesel,73781,1,Manual,SUV,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,9688,13200,861000,https://www.cars24.com/buy-used-renault-duster-2016-cars-bangalore-10275073773,30-10-2022
Jeep Compass,Jeep,Compass,Pune,2019,Petrol,23409,2,Automatic,Luxury SUV,Hi-Pune,FALSE,Pune,Maharashtra,13898,53400,1802000,https://www.cars24.com/buy-used-jeep-compass-2019-cars-pune-10653773717,04-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Nagpur,2019,Petrol,8390,1,Manual,Hatchback,Khamla Chowk,FALSE,Amravati,Maharashtra,13898,57500,578000,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-nagpur-12327597754,04-07-2022
MG HECTOR,Mg,Hector,New Delhi,2019,Petrol,34036,1,Automatic,SUV,New Delhi-Pns,FALSE,Delhi,Delhi,13898,195000,1565000,https://www.cars24.com/buy-used-mg-hector-2019-cars-new-delhi-10079992722,20-10-2022
Maruti Ciaz,Maruti,Ciaz,Jalandhar,2020,Petrol,44693,1,Manual,Sedan,Hi-Ranjit Nagar,FALSE,Jalandhar,Punjab,13898,29000,810000,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-jalandhar-16649975796,21-10-2022
Hyundai NEW SANTRO,Hyundai,New Santro,Ludhiana,2022,Petrol,3200,1,Manual,Hatchback,Hi-Pratap Chowk,FALSE,Ludhiana,Punjab,9688,33300,600000,https://www.cars24.com/buy-used-hyundai-new-santro-2022-cars-ludhiana-12959977771,30-10-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2017,Petrol + Cng,72638,1,Manual,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,9688,13300,470000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-pune-10666075771,08-11-2022
Tata NEXON,Tata,Nexon,Pune,2018,Petrol,31585,1,Automatic,SUV,Hi-Pune,FALSE,Pune,Maharashtra,9688,-400,906000,https://www.cars24.com/buy-used-tata-nexon-2018-cars-pune-10603172792,22-11-2022
Hyundai Creta,Hyundai,Creta,Kolkata,2018,Diesel,37630,1,Automatic,SUV,Hi-North Kolkata,FALSE,Kolkata,West Bengal,19407,81900,1098000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-kolkata-11928994776,13-06-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2018,Petrol,51675,2,Manual,Hatchback,Hi-East 2 Bengaluru,FALSE,Bengaluru,Karnataka,13898,-10000,574000,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-bangalore-10253399763,25-10-2022
Hyundai Creta,Hyundai,Creta,Ghaziabad,2018,Diesel,49538,1,Manual,SUV,Hi-Ghaziabad,FALSE,Ghaziabad,Uttar Pradesh,19407,34800,1358000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-ghaziabad-10574373775,19-11-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2015,Petrol,63999,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,9688,6000,517000,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-bangalore-10271075718,12-11-2022
Hyundai VENUE,Hyundai,Venue,Lucknow,2021,Petrol,28372,1,Manual,SUV,Lucknow-Pns,FALSE,Lucknow,Uttar Pradesh,12542,21600,1007000,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-lucknow-13271198747,11-10-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Ghaziabad,2020,Petrol + Cng,45080,1,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,FALSE,Ghaziabad,Uttar Pradesh,9688,5000,584000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-ghaziabad-11249076771,21-11-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2012,Petrol + Cng,88057,1,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,9688,11000,352000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-pune-10636491766,11-11-2022
Skoda Octavia,Skoda,Octavia,Indore,2018,Diesel,95537,1,Manual,Luxury Sedan,Rasoma Square,FALSE,Indore,Madhya Pradesh,13898,23200,1469000,https://www.cars24.com/buy-used-skoda-octavia-2018-cars-indore-12834899797,12-08-2022
Ford Ecosport,Ford,Ecosport,Chennai,2017,Diesel,85007,1,Manual,SUV,Hi-Chennai,FALSE,Chennai,Tamil Nadu,13898,68700,688000,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-chennai-11305074793,17-10-2022
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2019,Petrol,61543,1,Manual,Hatchback,Hi-Jhotwara,FALSE,Nagaur,Rajasthan,9688,6800,480599,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-jaipur-10718074770,24-10-2022
Maruti Swift,Maruti,Swift,Bangalore,2016,Petrol,31126,2,Manual,Hatchback,Hi-North 1 Bengaluru,FALSE,Bengaluru,Karnataka,9688,-22500,552000,https://www.cars24.com/buy-used-maruti-swift-2016-cars-bangalore-10207172717,14-11-2022
Maruti S PRESSO,Maruti,S Presso,Lucknow,2020,Petrol,29984,1,Manual,Hatchback,Lucknow-Pns,FALSE,Lucknow,Uttar Pradesh,12542,35500,407000,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-lucknow-13276993781,05-08-2022
Hyundai Grand i10,Hyundai,Grand I10,Kolkata,2014,Petrol,55010,2,Manual,Hatchback,Hi-Kolkata,FALSE,Kolkata,West Bengal,13898,5000,330000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-kolkata-11958099764,03-11-2022
Honda City,Honda,City,Mumbai,2015,Petrol,59727,2,Manual,Sedan,Hi-Mumbai,FALSE,Mumbai,Maharashtra,13898,-12200,664000,https://www.cars24.com/buy-used-honda-city-2015-cars-mumbai-10317094744,13-11-2022
Hyundai Creta,Hyundai,Creta,Gurgaon,2018,Petrol,23571,1,Manual,SUV,Hi-Rohini Delhi,FALSE,New Delhi,Delhi,9688,-28000,972000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-gurgaon-10060597768,03-10-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2016,Petrol,47796,1,Manual,Hatchback,Hi-East 1 Bengaluru,FALSE,Bangalore South,Karnataka,13898,7900,503000,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-bangalore-10256492703,07-10-2022
Hyundai Creta,Hyundai,Creta,Kolkata,2018,Petrol,29130,1,Manual,SUV,Hi-Kolkata,FALSE,Kolkata,West Bengal,19407,41500,912000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-kolkata-11986677798,09-11-2022
Maruti S PRESSO,Maruti,S Presso,New Delhi,2021,Petrol,189,1,Manual,Hatchback,New Delhi-Pns,FALSE,Gurgaon,Haryana,9688,5000,492000,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-new-delhi-10070576711,19-11-2022
Maruti Swift,Maruti,Swift,Kolkata,2019,Petrol,17035,1,Manual,Hatchback,Hi-Central Kolkata,FALSE,Kolkata,West Bengal,13898,58700,548000,https://www.cars24.com/buy-used-maruti-swift-2019-cars-kolkata-11922897774,24-06-2022
Volkswagen Vento,Volkswagen,Vento,Chennai,2018,Diesel,73713,1,Automatic,Sedan,Hi-Chennai,FALSE,Chennai,Tamil Nadu,9688,-13400,948000,https://www.cars24.com/buy-used-volkswagen-vento-2018-cars-chennai-11387370718,17-11-2022
Maruti Celerio,Maruti,Celerio,Lucknow,2019,Petrol,43902,2,Manual,Hatchback,Lucknow-Pns,FALSE,Agra,Uttar Pradesh,12542,8600,474000,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-lucknow-13237299764,30-09-2022
Renault TRIBER,Renault,Triber,Chennai,2019,Petrol,22184,1,Manual,SUV,Hi-Chennai,FALSE,Chennai,Tamil Nadu,12542,71300,637400,https://www.cars24.com/buy-used-renault-triber-2019-cars-chennai-11354575773,05-11-2022
Volkswagen Polo,Volkswagen,Polo,Pune,2014,Petrol,51644,2,Automatic,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,13898,-2000,620000,https://www.cars24.com/buy-used-volkswagen-polo-2014-cars-pune-10630770797,31-10-2022
Jeep Compass,Jeep,Compass,Mumbai,2018,Petrol,75430,1,Automatic,Luxury SUV,Hi-Premium Mumbai,FALSE,Kalyan,Maharashtra,13898,149100,1414000,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10351498754,20-07-2022
Honda City,Honda,City,Noida,2014,Petrol,83242,1,Manual,Sedan,Hi-Raj Nagar Ghaziabad,FALSE,Ghaziabad,Uttar Pradesh,13898,-13000,630000,https://www.cars24.com/buy-used-honda-city-2014-cars-noida-11297892748,27-09-2022
Honda WR-V,Honda,Wr-V,Kolkata,2019,Petrol,27429,1,Manual,SUV,Hi-Kolkata,FALSE,Kolkata,West Bengal,13898,32200,734000,https://www.cars24.com/buy-used-honda-wr-v-2019-cars-kolkata-11919476793,24-10-2022
Maruti Celerio,Maruti,Celerio,Mumbai,2017,Petrol + Cng,24404,1,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Kalyan,Maharashtra,9688,-11200,502299,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-mumbai-10364896770,26-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2018,Petrol,68090,1,Manual,Hatchback,Hi-South Hyd,FALSE,Hyderabad,Telangana,13898,0,647000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-hyderabad-10430398768,11-11-2022
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Nagpur,2020,Petrol,54002,1,Manual,Hatchback,Mumbai-Pns,FALSE,Mumbai,Maharashtra,13898,9400,657800,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-nagpur-10346594762,14-10-2022
Maruti A Star,Maruti,A Star,Bangalore,2012,Petrol,41161,3,Automatic,Hatchback,Hi-South 1 Bengaluru,FALSE,Bengaluru,Karnataka,12542,4699,323000,https://www.cars24.com/buy-used-maruti-a-star-2012-cars-bangalore-10237797721,20-08-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2019,Petrol + Cng,27791,1,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Kalyan,Maharashtra,12542,22000,504000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2019-cars-mumbai-10371475796,20-10-2022
Maruti S Cross,Maruti,S Cross,Kolkata,2020,Petrol,11707,1,,,Hi-South Kolkata,FALSE,Kolkata,West Bengal,12188,102900,954000,https://www.cars24.com/buy-used-maruti-s-cross-2020-cars-kolkata-11901299737,28-07-2022
Honda City,Honda,City,Bangalore,2019,Petrol,34374,1,Manual,Sedan,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,13898,84600,891000,https://www.cars24.com/buy-used-honda-city-2019-cars-bangalore-10263592726,14-08-2022
Maruti Swift,Maruti,Swift,Mumbai,2016,Petrol,81517,1,Manual,Hatchback,Mumbai-Pns,FALSE,Navi Mumbai,Maharashtra,13898,27000,497000,https://www.cars24.com/buy-used-maruti-swift-2016-cars-mumbai-10334672797,30-10-2022
Honda City,Honda,City,Ahmedabad,2021,Petrol,20518,1,Manual,Sedan,Hi-West-Amd,FALSE,Bavla,Gujarat,12542,157900,1270000,https://www.cars24.com/buy-used-honda-city-2021-cars-ahmedabad-11412699711,17-06-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Nagpur,2014,Petrol,41290,2,Manual,Hatchback,Mumbai-Pns,FALSE,Mumbai,Maharashtra,12542,-3000,370000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-nagpur-10370792763,19-10-2022
Skoda KUSHAQ,Skoda,Kushaq,Bangalore,2021,Petrol,12598,1,,,Hi-South 1 Bengaluru,FALSE,Bengaluru,Karnataka,9688,48600,1809000,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-bangalore-10220175794,01-11-2022
Volkswagen Polo,Volkswagen,Polo,Chandigarh,2017,Petrol,28833,1,Automatic,Hatchback,Hi-Sector 40 D,FALSE,Chandigarh,Chandigarh,9688,17000,710000,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-chandigarh-11605370770,05-11-2022
Maruti Ciaz,Maruti,Ciaz,Ahmedabad,2017,Petrol,24085,1,Manual,Sedan,Hi-Vastral Ring Road,FALSE,Ahmedabad,Gujarat,13898,40000,707000,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-ahmedabad-11431492760,14-10-2022
Ford Ecosport,Ford,Ecosport,Chandigarh,2014,Diesel,87281,1,Manual,SUV,Hi-Sector 40 D,FALSE,Gurgaon,Haryana,13898,0,468000,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-chandigarh-11692592768,01-10-2022
Hyundai Creta,Hyundai,Creta,New Delhi,2016,Petrol,19702,2,Manual,SUV,Hi-West Delhi,FALSE,Delhi West,Delhi,19407,10700,861400,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-new-delhi-10057771771,25-10-2022
Tata Harrier,Tata,Harrier,Chennai,2021,Diesel,3780,1,Manual,SUV,Hi-Chennai Central,FALSE,Chennai,Tamil Nadu,19407,114700,1819500,https://www.cars24.com/buy-used-tata-harrier-2021-cars-chennai-11355899779,13-06-2022
Maruti Alto,Maruti,Alto,New Delhi,2020,Petrol,2219,1,Manual,Hatchback,Hi-East Delhi,FALSE,Delhi,Delhi,9688,32900,355000,https://www.cars24.com/buy-used-maruti-alto-2020-cars-new-delhi-10022070715,24-11-2022
Maruti Ritz,Maruti,Ritz,New Delhi,2014,Petrol,65247,2,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,9688,-9800,341699,https://www.cars24.com/buy-used-maruti-ritz-2014-cars-new-delhi-10022796768,15-11-2022
Maruti Alto 800,Maruti,Alto 800,Chennai,2013,Petrol,73282,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,5000,246000,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-chennai-11341374712,15-11-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,New Delhi,2018,Diesel,31812,2,Automatic,SUV,Hi-South Ex,FALSE,Faridabad,Haryana,9688,14200,931000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-new-delhi-10004077779,11-11-2022
Tata Harrier,Tata,Harrier,Indore,2019,Diesel,73794,1,Manual,SUV,Hi-Bhopal,FALSE,Bhopal,Madhya Pradesh,9688,43700,1518600,https://www.cars24.com/buy-used-tata-harrier-2019-cars-indore-14688377773,21-10-2022
Honda Jazz,Honda,Jazz,Chennai,2018,Petrol,80325,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,9688,5700,635000,https://www.cars24.com/buy-used-honda-jazz-2018-cars-chennai-11307779751,01-12-2022
Maruti Alto K10,Maruti,Alto K10,Bangalore,2013,Petrol,62441,2,Manual,Hatchback,Hi-North 1 Bengaluru,FALSE,Bengaluru,Karnataka,12542,15700,269000,https://www.cars24.com/buy-used-maruti-alto-k10-2013-cars-bangalore-10220297709,07-11-2022
Honda Jazz,Honda,Jazz,Mumbai,2018,Petrol,15965,1,Manual,Hatchback,Mumbai-Pns,FALSE,Mumbai East,Maharashtra,9688,121700,610000,https://www.cars24.com/buy-used-honda-jazz-2018-cars-mumbai-10326993747,22-09-2022
Maruti Baleno,Maruti,Baleno,Patna,2018,Petrol,26051,1,Manual,Hatchback,Hi-Central Patna,FALSE,Patna,Bihar,9688,31700,602000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-patna-14497991762,30-09-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2018,Petrol,76215,2,Manual,Hatchback,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,13898,38600,563000,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-bangalore-10253491763,29-09-2022
Maruti Celerio,Maruti,Celerio,Coimbatore,2019,Petrol,3173,1,Manual,Hatchback,Chennai-Pns,FALSE,Chennai,Tamil Nadu,12542,30800,512000,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-coimbatore-1135576966,11-05-2022
Hyundai Grand i10,Hyundai,Grand I10,Pune,2014,Petrol,81076,2,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,9688,9600,427000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-pune-10622771710,19-11-2022
Maruti Ciaz,Maruti,Ciaz,Gurgaon,2021,Petrol,21796,1,Manual,Sedan,Hero Honda Chowk,FALSE,Jhajjar,Haryana,19407,40300,1063000,https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-gurgaon-13337170758,01-12-2022
Maruti Celerio,Maruti,Celerio,Noida,2017,Petrol,29507,2,Automatic,Hatchback,Hi-Noida,FALSE,Delhi,Delhi,9688,5000,426000,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-noida-10590679774,07-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Mumbai,2017,Petrol,49474,1,Automatic,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,13898,63500,544000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10622292772,09-06-2022
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2020,Petrol,35597,1,Manual,Hatchback,Hi-South 2 Hyd,FALSE,Hyderabad,Telangana,13898,24000,783999,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-hyderabad-10405871777,24-10-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2016,Petrol + Cng,67730,1,Manual,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,9688,14200,433000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-pune-10608872770,05-11-2022
Maruti Celerio,Maruti,Celerio,Ludhiana,2021,Petrol,4822,1,,,Hi-Sbs Nagar,FALSE,Ludhiana,Punjab,12188,30000,704000,https://www.cars24.com/buy-used-maruti-celerio-2021-cars-ludhiana-12988875793,15-10-2022
Honda Amaze,Honda,Amaze,Jaipur,2019,Petrol,19676,1,Manual,Sedan,Jaipur-Pns,FALSE,Jaipur,Rajasthan,13898,5000,687000,https://www.cars24.com/buy-used-honda-amaze-2019-cars-jaipur-10791779792,07-10-2022
Honda Jazz,Honda,Jazz,Mumbai,2016,Petrol,74645,1,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Mumbai East,Maharashtra,13898,47400,475000,https://www.cars24.com/buy-used-honda-jazz-2016-cars-mumbai-10391290784,14-08-2022
Volkswagen Polo,Volkswagen,Polo,Hyderabad,2020,Petrol,5956,1,,,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,12188,-400,932000,https://www.cars24.com/buy-used-volkswagen-polo-2020-cars-hyderabad-10429274712,09-11-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Mumbai,2018,Diesel,76130,2,Manual,SUV,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,9688,8900,804000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-mumbai-10389072776,03-11-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2014,Petrol + Cng,67549,2,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,12542,27700,392000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-pune-10663272791,21-10-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Lucknow,2018,Petrol,42555,1,Manual,Hatchback,Hi-Vibhuti Khand,FALSE,Lucknow,Uttar Pradesh,12542,-10000,445000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-lucknow-13292695706,13-10-2022
Maruti IGNIS,Maruti,Ignis,Mumbai,2018,Petrol,4975,2,Manual,Hatchback,Hi-Thane West - Manpada,FALSE,Dombivali,Maharashtra,9688,5000,514000,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-mumbai-12404270777,05-11-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2021,Petrol + Cng,14095,2,Manual,Hatchback,Mumbai-Pns,FALSE,Kalyan,Maharashtra,9688,5000,687000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-mumbai-10302871712,16-11-2022
Maruti Alto 800,Maruti,Alto 800,Pune,2016,Petrol,26197,1,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,12542,12700,304099,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-10646575790,23-10-2022
Tata NEXON,Tata,Nexon,Bangalore,2020,Diesel,37395,1,Manual,SUV,Hi-North 2 Bengaluru,FALSE,Bengaluru,Karnataka,9688,45700,1093000,https://www.cars24.com/buy-used-tata-nexon-2020-cars-bangalore-10222491742,01-10-2022
KIA SELTOS,Kia,Seltos,Surat,2020,Diesel,11398,2,Automatic,SUV,Hi-Adajan,FALSE,Surat,Gujarat,12188,98100,1597000,https://www.cars24.com/buy-used-kia-seltos-2020-cars-surat-13502390750,17-08-2022
Hyundai NEW SANTRO,Hyundai,New Santro,Kolkata,2019,Petrol,20629,2,Manual,Hatchback,Hi-South Kolkata,FALSE,Burdwan,West Bengal,13898,67900,431000,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-kolkata-11986595773,19-06-2022
