name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Hyundai Creta,Hyundai,Creta,Noida,2018,Diesel,60418,2,Manual,SUV,Noida Express Way,TRUE,Goutam  Budd  Nagar,Uttar Pradesh,19407,144700,950000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-noida-1053540327,11-03-2021
Maruti Alto,Maruti,Alto,Noida,2010,Petrol,55566,1,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,FALSE,Ghaziabad,Uttar Pradesh,9688,14000,179000,https://www.cars24.com/buy-used-maruti-alto-2010-cars-noida-11239197785,31-08-2022
Mahindra Thar,Mahindra,Thar,Surat,2021,Petrol,9744,1,Automatic,SUV,Surat-Pns,FALSE,Surat,Gujarat,9688,83100,1627000,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-surat-13509393714,14-07-2022
Maruti Alto 800,Maruti,Alto 800,Faridabad,2016,Petrol,69179,1,Manual,Hatchback,Hi-Gurgaon New,FALSE,Faridabad,Haryana,12542,11600,262400,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-faridabad-10164178792,31-10-2022
Maruti Ciaz,Maruti,Ciaz,Hyderabad,2021,Petrol,4980,1,Manual,Sedan,Hyderabad-Pns,FALSE,Hyderabad,Telangana,13898,47400,1002000,https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-hyderabad-10496573791,02-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2017,Petrol,41142,1,Manual,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,13898,28800,668000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-hyderabad-10476292702,23-09-2022
Mahindra Thar,Mahindra,Thar,Gurgaon,2022,Petrol,4460,1,,,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,12188,5000,1533000,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-gurgaon-10113375770,31-10-2022
Maruti Swift,Maruti,Swift,New Delhi,2020,Petrol,12421,1,Manual,Hatchback,Hi-North Central Delhi,FALSE,New Delhi,Delhi,9688,19500,573000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-10065678773,08-11-2022
Maruti Eeco,Maruti,Eeco,Hyderabad,2019,Petrol,28554,2,Manual,SUV,Hi-West Hyd,FALSE,Hyderabad,Telangana,9688,-400,487000,https://www.cars24.com/buy-used-maruti-eeco-2019-cars-hyderabad-10468193763,18-10-2022
Hyundai Creta,Hyundai,Creta,Pune,2017,Diesel,67666,1,Automatic,SUV,Pune-Pns,FALSE,Pune,Maharashtra,19407,124000,1132000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-10642795764,07-10-2022
Hyundai Eon,Hyundai,Eon,Patna,2014,Petrol,29573,1,Manual,Hatchback,Hi-Central Patna,FALSE,Patna,Bihar,9688,13800,255000,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-patna-14499596726,27-09-2022
Maruti Swift,Maruti,Swift,New Delhi,2021,Petrol,5234,1,Manual,Hatchback,Hi-Dakshin Delhi,FALSE,Delhi,Delhi,9688,21000,595000,https://www.cars24.com/buy-used-maruti-swift-2021-cars-new-delhi-10071393705,09-09-2022
Maruti Eeco,Maruti,Eeco,Ahmedabad,2021,Petrol,11625,1,Manual,SUV,Ahmedabad-Pns,FALSE,Ahmedabad East,Gujarat,13898,0,531399,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-ahmedabad-11481772793,14-10-2022
Datsun Redi Go,Datsun,Redi Go,Gurgaon,2018,Petrol,33552,1,Manual,Hatchback,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,9688,-2000,273000,https://www.cars24.com/buy-used-datsun-redi-go-2018-cars-gurgaon-10159970774,11-11-2022
Maruti Alto 800,Maruti,Alto 800,New Delhi,2014,Petrol,28612,1,Manual,Hatchback,Hi-Rohini Delhi,FALSE,New Delhi,Delhi,12542,5300,265000,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-new-delhi-10091990784,08-09-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Hyderabad,2019,Diesel,59375,1,Manual,SUV,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,13898,0,1005000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-hyderabad-10419677772,11-11-2022
Maruti Celerio,Maruti,Celerio,Pune,2020,Petrol + Cng,50612,1,Manual,Hatchback,Pune-Pns,FALSE,Pune,Maharashtra,12542,68200,577000,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-pune-10698397763,03-10-2022
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2019,Petrol,36488,1,Manual,Hatchback,Hi-South Hyd,FALSE,Hyderabad,Telangana,13898,63000,548000,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10416493750,13-07-2022
Maruti Swift,Maruti,Swift,New Delhi,2019,Petrol,26753,1,Manual,Hatchback,Hi-North Delhi,FALSE,New Delhi,Delhi,9688,22900,538500,https://www.cars24.com/buy-used-maruti-swift-2019-cars-new-delhi-10016570794,11-11-2022
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2020,Petrol,2713,1,Manual,Hatchback,Hi-East Delhi,FALSE,Delhi,Delhi,9688,22550,495949,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10084875775,08-11-2022
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2014,Petrol,83089,2,Manual,Hatchback,Hi-East Hyd,FALSE,Hyderabad,Telangana,13898,35300,423000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-hyderabad-1041010363,03-05-2022
Maruti Swift,Maruti,Swift,New Delhi,2020,Petrol,48621,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,9688,23800,538000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-11294094705,09-11-2022
Hyundai Grand i10,Hyundai,Grand I10,Noida,2019,Petrol,20225,2,Manual,Hatchback,Hi-Noida Outer,FALSE,Noida,Uttar Pradesh,13898,34500,487200,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-noida-10532691707,24-09-2022
Maruti Swift,Maruti,Swift,New Delhi,2020,Petrol,11476,1,Manual,Hatchback,Hi-Multan Nagar,FALSE,Delhi,Delhi,13898,9000,588000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-new-delhi-10016678771,21-11-2022
Hyundai Verna,Hyundai,Verna,Jaipur,2011,Diesel,79662,1,Manual,Sedan,Hi-Chitrakoot,FALSE,Jaipur,Rajasthan,9688,-5001,354000,https://www.cars24.com/buy-used-hyundai-verna-2011-cars-jaipur-10708176713,21-11-2022
Renault Kwid,Renault,Kwid,Jaipur,2015,Petrol,89485,1,Manual,Hatchback,Hi-Tonk Road,FALSE,Jaipur,Rajasthan,12542,-800,245000,https://www.cars24.com/buy-used-renault-kwid-2015-cars-jaipur-10747473759,30-11-2022
Maruti Ertiga,Maruti,Ertiga,Bangalore,2016,Petrol,47105,1,Manual,SUV,Hi-South 2 Bengaluru,FALSE,Bangalore Central,Karnataka,9688,-25000,840000,https://www.cars24.com/buy-used-maruti-ertiga-2016-cars-bangalore-10203277755,29-11-2022
Maruti Ertiga,Maruti,Ertiga,Hyderabad,2019,Petrol,91535,1,Manual,SUV,Hi-West Hyd,FALSE,Hyderabad,Telangana,13898,5000,864000,https://www.cars24.com/buy-used-maruti-ertiga-2019-cars-hyderabad-10421079775,06-12-2022
Maruti Ertiga,Maruti,Ertiga,Hyderabad,2021,Petrol,43162,1,Manual,SUV,Hi-West Hyd,FALSE,Hyderabad,Telangana,9688,-9400,950000,https://www.cars24.com/buy-used-maruti-ertiga-2021-cars-hyderabad-10438874712,28-11-2022
Skoda Rapid,Skoda,Rapid,Mangalore,2016,Petrol,51043,1,Manual,Sedan,Hi-Derebail,FALSE,Vizianagaram,Andhra Pradesh,12188,5000,564000,https://www.cars24.com/buy-used-skoda-rapid-2016-cars-mangalore-10884173773,24-11-2022
Mahindra Kuv100,Mahindra,Kuv100,Hyderabad,2016,Petrol,99386,1,Manual,SUV,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,9688,-2700,318000,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-hyderabad-10477477714,29-11-2022
Volkswagen Polo,Volkswagen,Polo,Bangalore,2018,Petrol,77647,1,Manual,Hatchback,Hi-South 4 Bengaluru,FALSE,Bangalore Central,Karnataka,13898,5000,578000,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-bangalore-10291876792,19-11-2022
Maruti Alto,Maruti,Alto,Hyderabad,2011,Petrol,36830,1,Manual,Hatchback,Hi-West Hyd,FALSE,Hyderabad,Telangana,12542,5000,202000,https://www.cars24.com/buy-used-maruti-alto-2011-cars-hyderabad-10460474713,30-11-2022
Volkswagen Ameo,Volkswagen,Ameo,Hyderabad,2016,Petrol,65255,1,Manual,Sedan,Hi-West Hyd,FALSE,Hyderabad,Telangana,13898,20200,482000,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-hyderabad-10402670717,29-11-2022
Maruti Swift,Maruti,Swift,Bangalore,2009,Diesel,69531,1,Manual,Hatchback,Hi-South 3 Bengaluru,FALSE,Bangalore South,Karnataka,13898,7900,356000,https://www.cars24.com/buy-used-maruti-swift-2009-cars-bangalore-10251176777,25-11-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Hyderabad,2016,Diesel,62295,1,Manual,SUV,Hi-East Hyd,FALSE,Hyderabad,Telangana,9688,-1100,778600,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-hyderabad-10449572756,01-12-2022
Hyundai Verna,Hyundai,Verna,Bangalore,2012,Diesel,81603,3,Manual,Sedan,Hi-South 4 Bengaluru,FALSE,Bengaluru,Karnataka,19407,10000,456000,https://www.cars24.com/buy-used-hyundai-verna-2012-cars-bangalore-10226891763,27-11-2022
Renault Kwid,Renault,Kwid,Indore,2017,Petrol,41014,1,Manual,Hatchback,Bhopal-Pns,FALSE,Bhopal,Madhya Pradesh,12542,29500,302000,https://www.cars24.com/buy-used-renault-kwid-2017-cars-indore-14698871758,25-11-2022
Honda City,Honda,City,Bangalore,2011,Petrol,70296,2,Manual,Sedan,Hi-North 1 Bengaluru,FALSE,Bengaluru,Karnataka,13898,16000,410000,https://www.cars24.com/buy-used-honda-city-2011-cars-bangalore-10276370775,15-11-2022
Hyundai VENUE,Hyundai,Venue,Hyderabad,2020,Petrol,3538,1,Manual,SUV,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,13898,46600,833000,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-hyderabad-10471771751,27-11-2022
Hyundai Verna,Hyundai,Verna,Zirakpur,2011,Diesel,91949,1,Manual,Sedan,Hi-Zirakpur - Garg Auto Zone,FALSE,Chandigarh,Chandigarh,9688,-400,387000,https://www.cars24.com/buy-used-hyundai-verna-2011-cars-zirakpur-14800474792,19-11-2022
Hyundai Eon,Hyundai,Eon,Lucknow,2017,Petrol,20032,1,Manual,Hatchback,Hi-Vibhuti Khand,FALSE,Lucknow,Uttar Pradesh,12542,-15300,280000,https://www.cars24.com/buy-used-hyundai-eon-2017-cars-lucknow-13298973759,03-12-2022
Hyundai i20,Hyundai,I20,Bangalore,2010,Petrol,11800,1,Manual,Hatchback,Hi-South 3 Bengaluru,FALSE,Bangalore South,Karnataka,13898,8499,343000,https://www.cars24.com/buy-used-hyundai-i20-2010-cars-bangalore-10235970716,22-11-2022
Datsun Go Plus,Datsun,Go Plus,Hyderabad,2016,Petrol,54806,1,Manual,SUV,Hi-East 2 Hyd,FALSE,Hyderabad,Telangana,13898,-10000,317000,https://www.cars24.com/buy-used-datsun-go-plus-2016-cars-hyderabad-10470974774,30-11-2022
Maruti Ertiga,Maruti,Ertiga,Patna,2014,Petrol,41715,2,Manual,SUV,Hi-Central Patna,FALSE,Patna,Bihar,13898,-2100,508000,https://www.cars24.com/buy-used-maruti-ertiga-2014-cars-patna-14412379776,24-11-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Hyderabad,2015,Petrol,90178,1,Manual,Sedan,Hi-West Hyd,FALSE,Hyderabad,Telangana,13898,-100,480000,https://www.cars24.com/buy-used-maruti-swift-dzire-2015-cars-hyderabad-10404971711,28-11-2022
Hyundai Elite i20,Hyundai,Elite I20,Patna,2015,Petrol,44018,1,Manual,Hatchback,Hi-Central Patna,FALSE,Patna,Bihar,13898,-1600,459300,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-patna-14434476797,18-11-2022
Renault Kwid,Renault,Kwid,Patna,2018,Petrol,47136,2,Manual,Hatchback,Shaguna More,FALSE,Patna,Bihar,12542,5000,293499,https://www.cars24.com/buy-used-renault-kwid-2018-cars-patna-14472476770,22-11-2022
Hyundai i10,Hyundai,I10,Hyderabad,2011,Petrol,48118,1,Manual,Hatchback,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,9688,-7200,283000,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-hyderabad-10498972776,19-11-2022
Mahindra XUV500,Mahindra,Xuv500,Bangalore,2014,Diesel,98054,2,Manual,SUV,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,19407,8600,780700,https://www.cars24.com/buy-used-mahindra-xuv500-2014-cars-bangalore-10248672797,21-11-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Bangalore,2011,Petrol,27377,3,Manual,Sedan,Bengaluru-Pns,FALSE,Bengaluru,Karnataka,13898,18800,357200,https://www.cars24.com/buy-used-maruti-swift-dzire-2011-cars-bangalore-10238696704,21-11-2022
Maruti Swift,Maruti,Swift,Patna,2019,Petrol,21741,1,Manual,Hatchback,Hi-Central Patna,FALSE,Patna,Bihar,13898,7200,520000,https://www.cars24.com/buy-used-maruti-swift-2019-cars-patna-14497272772,18-11-2022
Maruti Swift,Maruti,Swift,Hyderabad,2020,Petrol,55282,1,Manual,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,13898,0,607000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10495478754,30-11-2022
Honda Amaze,Honda,Amaze,Ludhiana,2015,Diesel,45700,1,Manual,Sedan,Hi-Gurgaon New,FALSE,Gurgaon,Haryana,13898,-33700,413000,https://www.cars24.com/buy-used-honda-amaze-2015-cars-ludhiana-10175572714,27-11-2022
Maruti Swift,Maruti,Swift,Jaipur,2020,Petrol,21136,1,Manual,Hatchback,Jaipur-Pns,FALSE,Alwar,Rajasthan,13898,19000,618000,https://www.cars24.com/buy-used-maruti-swift-2020-cars-jaipur-10731370759,25-11-2022
Maruti Zen Estilo,Maruti,Zen Estilo,Indore,2010,Petrol,77528,1,Manual,Hatchback,Rasoma Square,FALSE,Rajpipala,Gujarat,9688,-3700,178000,https://www.cars24.com/buy-used-maruti-zen-estilo-2010-cars-indore-12884871776,12-11-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Patna,2016,Petrol,26298,1,Manual,Sedan,Hi-Central Patna,FALSE,Patna,Bihar,9688,5000,512000,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-patna-14408578718,02-12-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Hyderabad,2016,Petrol,68550,2,Manual,Sedan,Hyderabad-Pns,FALSE,Hyderabad,Telangana,13898,-9500,527000,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-hyderabad-10488077710,21-11-2022
Mahindra Thar,Mahindra,Thar,Indore,2018,Diesel,19659,2,Manual,SUV,Rasoma Square,FALSE,Indore,Madhya Pradesh,19407,35400,748000,https://www.cars24.com/buy-used-mahindra-thar-2018-cars-indore-12818779792,17-10-2022
Renault Kwid,Renault,Kwid,Bangalore,2017,Petrol,46356,2,Automatic,Hatchback,Hi-East 1 Bengaluru,FALSE,Devanahalli,Karnataka,12542,15200,361000,https://www.cars24.com/buy-used-renault-kwid-2017-cars-bangalore-10264173713,23-11-2022
Maruti Swift,Maruti,Swift,Indore,2017,Petrol,62046,1,Manual,Hatchback,Hi-Indore,FALSE,Indore,Madhya Pradesh,13898,5000,482000,https://www.cars24.com/buy-used-maruti-swift-2017-cars-indore-12812972771,12-11-2022
Maruti Swift,Maruti,Swift,Chandigarh,2018,Diesel,74728,1,Manual,Hatchback,Chandigarh-Pns,FALSE,Ambala,Haryana,13898,5000,637000,https://www.cars24.com/buy-used-maruti-swift-2018-cars-chandigarh-11645471717,20-11-2022
Toyota Etios,Toyota,Etios,Indore,2014,Diesel,33930,1,Manual,Sedan,Hi-Indore,FALSE,Indore,Madhya Pradesh,9688,-1000,450000,https://www.cars24.com/buy-used-toyota-etios-2014-cars-indore-12800671779,12-11-2022
Toyota Etios,Toyota,Etios,Bangalore,2011,Petrol,60990,1,Manual,Sedan,Hi-South 2 Bengaluru,FALSE,Bangalore South,Karnataka,9688,24000,422000,https://www.cars24.com/buy-used-toyota-etios-2011-cars-bangalore-10211373718,22-11-2022
Honda Amaze,Honda,Amaze,Patna,2014,Petrol,58522,2,Manual,Sedan,Kurji More,FALSE,Patna,Bihar,13898,37100,341000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-patna-1449591866,23-02-2022
Hyundai Santro Xing,Hyundai,Santro Xing,Bangalore,2010,Petrol,72776,2,Manual,Hatchback,Hi-North 2 Bengaluru,FALSE,Bengaluru,Karnataka,9688,22000,247000,https://www.cars24.com/buy-used-hyundai-santro-xing-2010-cars-bangalore-10270274779,23-11-2022
Hyundai i10,Hyundai,I10,Patna,2014,Petrol,46877,1,Manual,Hatchback,Shaguna More,FALSE,Patna,Bihar,13898,5000,234000,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-patna-14427975771,28-11-2022
Maruti Swift Dzire,Maruti,Swift Dzire,Patna,2014,Petrol,25710,1,Manual,Sedan,Hi-Central Patna,FALSE,Patna,Bihar,13898,5000,437899,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-patna-14486374776,22-11-2022
Maruti Alto 800,Maruti,Alto 800,Patna,2018,Petrol,31568,1,Manual,Hatchback,Patna-Pns,TRUE,Hajipur,Bihar,12542,32399,251000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-patna-1448894907,20-10-2021
Maruti Swift,Maruti,Swift,Panchkula,2013,Diesel,56137,2,Manual,Hatchback,Hi-Sector 5 Panchkula,FALSE,Chandigarh,Chandigarh,13898,-5700,361000,https://www.cars24.com/buy-used-maruti-swift-2013-cars-panchkula-23324179773,19-11-2022
Hyundai i10,Hyundai,I10,Bangalore,2013,Petrol,47701,1,Manual,Hatchback,Hi-South 3 Bengaluru,FALSE,Bangalore South,Karnataka,13898,0,369000,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-bangalore-10250399741,09-12-2022
Honda Brio,Honda,Brio,Hyderabad,2012,Petrol,60590,1,Manual,Hatchback,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,9688,0,387000,https://www.cars24.com/buy-used-honda-brio-2012-cars-hyderabad-10406274778,09-12-2022
Hyundai Eon,Hyundai,Eon,Howrah,2018,Petrol,14103,1,Manual,Hatchback,Hi-Howrah,FALSE,Howrah,West Bengal,12542,0,301000,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-howrah-12622672753,09-12-2022
Mahindra Thar,Mahindra,Thar,Mumbai,2021,Petrol,2443,1,,,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,9688,0,1512000,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-mumbai-10333375717,09-12-2022
Maruti Ciaz,Maruti,Ciaz,Bangalore,2016,Petrol,60209,2,Manual,Sedan,Hi-South 2 Bengaluru,FALSE,Bangalore,Karnataka,9688,0,713000,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-bangalore-10256074754,09-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2014,Petrol,56757,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Udupi,Karnataka,13898,0,471000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10203895760,09-12-2022
Maruti Vitara Brezza,Maruti,Vitara Brezza,Bangalore,2018,Diesel,50740,1,Automatic,SUV,Bengaluru-Pns,FALSE,Bangalore,Karnataka,13898,0,931000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-bangalore-10257578788,09-12-2022
Honda City,Honda,City,New Delhi,2017,Diesel,87244,1,Manual,Sedan,Hi-Delhi,FALSE,Ghaziabad,Uttar Pradesh,9688,0,720000,https://www.cars24.com/buy-used-honda-city-2017-cars-new-delhi-10533173755,09-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Pune,2014,Petrol,30680,1,Automatic,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,9688,0,451000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-pune-10616179758,09-12-2022
Honda Amaze,Honda,Amaze,Hyderabad,2014,Petrol,57809,1,Manual,Sedan,Hi-West 3 Hyd,FALSE,Hyderabad,Telangana,13898,0,476000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-hyderabad-10441879752,09-12-2022
Mahindra Thar,Mahindra,Thar,Mumbai,2021,Petrol,2443,1,,,Hi-West Mumbai,FALSE,Mumbai,Maharashtra,9688,0,1512000,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-mumbai-10333375717,09-12-2022
Maruti Ciaz,Maruti,Ciaz,Bangalore,2016,Petrol,60209,2,Manual,Sedan,Hi-South 2 Bengaluru,FALSE,Bangalore,Karnataka,9688,0,713000,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-bangalore-10256074754,09-12-2022
Maruti Alto 800,Maruti,Alto 800,Ahmedabad,2017,Petrol,54723,1,Manual,Hatchback,Ahmedabad-Pns,FALSE,Ahmedabad,Gujarat,9688,0,306000,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-ahmedabad-11430378717,09-12-2022
Tata Tiago,Tata,Tiago,Chennai,2017,Diesel,75413,2,Manual,Hatchback,Hi-Chennai,FALSE,Chennai,Tamil Nadu,13898,-30000,391000,https://www.cars24.com/buy-used-tata-tiago-2017-cars-chennai-11363375775,09-12-2022
Maruti Ciaz,Maruti,Ciaz,Bangalore,2018,Petrol,26848,1,Manual,Sedan,Hi-South 1 Bengaluru,FALSE,Bangalore,Karnataka,9688,0,801000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-bangalore-10277875783,09-12-2022
Hyundai Creta,Hyundai,Creta,Hyderabad,2020,Petrol,51796,2,Manual,SUV,Hi-West 2 Hyd,FALSE,Hyderabad,Telangana,19407,0,1229000,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-hyderabad-10426178755,09-12-2022
Maruti Alto K10,Maruti,Alto K10,New Delhi,2018,Petrol + Cng,87860,1,Manual,Hatchback,Vikaspuri,FALSE,New Delhi,Delhi,9688,0,337000,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-new-delhi-10066677717,09-12-2022
Maruti Swift,Maruti,Swift,Kolkata,2015,Petrol,45428,1,Manual,Hatchback,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,0,388000,https://www.cars24.com/buy-used-maruti-swift-2015-cars-kolkata-11912477758,09-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Bangalore,2014,Petrol,56757,1,Manual,Hatchback,Bengaluru-Pns,FALSE,Udupi,Karnataka,13898,0,471000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-bangalore-10203895760,09-12-2022
Mahindra Scorpio,Mahindra,Scorpio,New Delhi,2021,Diesel,14558,2,Manual,SUV,Hi-Delhi,FALSE,Delhi,Delhi,9688,0,1388000,https://www.cars24.com/buy-used-mahindra-scorpio-2021-cars-new-delhi-10050179755,09-12-2022
Tata Harrier,Tata,Harrier,Pune,2019,Diesel,96029,1,Manual,SUV,Hi-Pune,FALSE,Latur,Maharashtra,9688,0,1403000,https://www.cars24.com/buy-used-tata-harrier-2019-cars-pune-10670670750,09-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Kolkata,2015,Petrol,26793,2,Manual,Hatchback,Hi-Kolkata,FALSE,Kolkata,West Bengal,13898,0,393000,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-kolkata-11968471758,09-12-2022
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,New Delhi,2015,Petrol + Cng,69790,1,Manual,Hatchback,Bhajanpura,FALSE,Delhi,Delhi,12542,0,326000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-new-delhi-10026193721,09-12-2022
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2019,Petrol,18653,1,Automatic,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,12542,0,460000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-hyderabad-10480879751,10-12-2022
Maruti Ciaz,Maruti,Ciaz,New Delhi,2018,Petrol,21776,1,Manual,Sedan,Hi-Yamuna Bank Delhi,FALSE,New Delhi,Delhi,9688,0,725000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-new-delhi-10007972771,10-12-2022
Ford Ecosport,Ford,Ecosport,New Delhi,2015,Petrol + Cng,47620,2,Automatic,SUV,Hi-Multan Nagar,FALSE,Delhi,Delhi,9688,0,579000,https://www.cars24.com/buy-used-ford-ecosport-2015-cars-new-delhi-10148394745,10-12-2022
Honda Amaze,Honda,Amaze,Chandigarh,2019,Petrol,52473,1,Manual,Sedan,Chandigarh-Pns,FALSE,Jagadhri,Haryana,13898,0,572000,https://www.cars24.com/buy-used-honda-amaze-2019-cars-chandigarh-11623573750,10-12-2022
Maruti Ciaz,Maruti,Ciaz,New Delhi,2018,Petrol,21776,1,Manual,Sedan,Hi-Yamuna Bank Delhi,FALSE,New Delhi,Delhi,9688,0,725000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-new-delhi-10007972771,10-12-2022
Maruti Alto K10,Maruti,Alto K10,Mumbai,2018,Petrol,7723,1,Automatic,Hatchback,Hi-Worli,FALSE,Mumbai,Maharashtra,12542,0,443000,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-mumbai-10358777778,10-12-2022
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2019,Petrol,18653,1,Automatic,Hatchback,Hyderabad-Pns,FALSE,Hyderabad,Telangana,12542,0,460000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-hyderabad-10480879751,10-12-2022
Renault Kwid,Renault,Kwid,New Delhi,2018,Petrol,53524,1,Manual,Hatchback,Rohini - Sector 11,FALSE,Sonipat,Haryana,9688,0,320000,https://www.cars24.com/buy-used-renault-kwid-2018-cars-new-delhi-10081770714,10-12-2022
Hyundai Grand i10,Hyundai,Grand I10,Nagpur,2014,Petrol,28270,1,Manual,Hatchback,Hi-Andheri East,FALSE,Mumbai West,Maharashtra,9688,-55301,439000,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-nagpur-10366071779,25-11-2022
Renault Kwid,Renault,Kwid,Kolkata,2021,Petrol,23502,1,Automatic,Hatchback,Hi-Kolkata,FALSE,Kolkata,West Bengal,9688,0,373000,https://www.cars24.com/buy-used-renault-kwid-2021-cars-kolkata-11982174758,10-12-2022
Maruti Celerio,Maruti,Celerio,Pune,2020,Petrol + Cng,74744,1,Manual,Hatchback,Hi-Pune,FALSE,Pune,Maharashtra,9688,0,578000,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-pune-10684270758,09-12-2022
Hyundai Xcent,Hyundai,Xcent,Noida,2015,Diesel,55777,1,Manual,Sedan,Noida Sector-49,FALSE,Noida,Uttar Pradesh,9688,0,332000,https://www.cars24.com/buy-used-hyundai-xcent-2015-cars-noida-10582575755,09-12-2022
